File Path| Bundle Name| Line Number| Line Content| CSS Variable Name
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 908| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 914| color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 920| color: #ff0000;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 926| color:#696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 932| color: #99cc00;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 938| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 944| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 950| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 957| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 963| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 967| color: #708090;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 971| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 975| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 981| color: #99cc00;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 985| color: #708090;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 989| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 993| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1000| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1007| border-bottom: #cdcdcd 1px solid;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1010| color: #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1018| border-top: #cdcdcd 1px solid;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1019| border-bottom: #666666 2px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1020| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1031| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1033| border-bottom: solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1043| background-color: #f5f5dc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1050| background-color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1051| border-bottom:solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1061| background-color: #f0f8ff;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1071| background-color: #f0f8ff;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1077| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1078| border-bottom: solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1086| background-color: #cce790;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1093| border-bottom: #dcdcdc 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1095| background-color: #f5f5dc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1102| border-bottom: #dcdcdc 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1104| background-color: #f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1132| border-bottom: #a9a9a9 2px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1138| border-bottom: solid 2px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1139| border-right: solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1150| border-bottom: solid 2px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1161| border-bottom: solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1162| border-right: solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1173| border-bottom: solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1190| background-color: #e6e6fa;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1196| background-color: #f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1203| color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1214| color: #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1232| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1250| color:Blue;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1263| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1270| color:#696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1275| background-color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1277| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1284| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1296| color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1307| background-color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1308| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1327| border-bottom: dashed 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1336| background-color:#f5f5f5;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1341| background-color:#009900;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1342| color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1354| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1365| color: #6b8e23;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1371| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1377| color: #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1394| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1407| color: #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1413| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1418| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1432| color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1449| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1465| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1466| background-color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1473| background-color: #b0c4de;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1490| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1504| color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1513| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1519| background-color: #f5f5dc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1561| border-bottom: solid 2px #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1575| background-color: #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1580| background-color: #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1608| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1613| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1619| color: #708090;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1636| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1643| color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1657| border-right: #696969 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1658| border-top: #696969 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1660| border-left: #696969 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1661| border-bottom: #4682b4 4px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1663| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1670| background-color: #f5f5f5;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1675| border-bottom: #f7f7f7 1px solid;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1685| border-top: solid 1px #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1690| border-right: #a9a9a9 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1691| border-left: #a9a9a9 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1698| border-right: #d3d3d3 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1699| border-left: #d3d3d3 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1738| border-left: #a9a9a9 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1750| background-color: #f5f5dc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1788| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1817| color: #0099cc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1823| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1824| background-color: #4bbd15;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1833| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1834| background-color: #418dc5;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1843| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1844| background-color: red;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1853| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1854| background-color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1887| border-bottom:solid 1px #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1893| background-color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1902| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1913| background-color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1918| border-right: #cccccc 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1920| border-top: #cccccc 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1924| border-left: #cccccc 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1926| border-bottom: #cccccc 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1930| background-color:#f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1934| color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1935| border-bottom: #4682b4 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1942| border-bottom:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1951| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1969| color:Blue;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1973| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 1984| color: #9acd32;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2000| background-color: #f0f8ff;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2015| color:#696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2020| border-right: #b0c4de 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2022| border-top: #b0c4de 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2027| border-left: #b0c4de 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2029| border-bottom: #b0c4de 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2030| background-color: #f8f8ff;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2045| color: #9acd32;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2046| border-bottom: #cdcdcd 1px solid;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2050| color: #9acd32;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2072| color: #333333;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2074| border-bottom: #cdcdcd 1px solid;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2088| border-bottom: #a9a9a9 5px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2100| background-color: #99cc00;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2107| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2116| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2119| background-color: #b0c4de;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2127| background-color: #99cc00;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2132| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2160| border: 1px solid #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2167| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2168| border: #a9a9a9 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2176| border-top:solid 1px #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2183| border-bottom: solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2196| border-bottom: #dcdcdc 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2198| background-color: #cce790;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2208| border-bottom: #dcdcdc 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2210| background-color: #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2216| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2221| color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2226| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2233| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2240| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2247| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2253| border-bottom: #cdcdcd 1px solid;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2258| border-left:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2274| background-color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2278| background-color: #f0f8ff;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2285| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2286| border: solid 1px #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2293| background-color: #ffff99;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2297| color: #ff4500;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2310| color: #808080;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2319| color:#0099cc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2332| background-color: #f0f8ff;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2347| border-top:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2359| border-top:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2368| color: #dc143c;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2372| border-top:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2384| border-top:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2401| color: #6699cc;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2408| color: #33cc33;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2414| color: #dc143c;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2453| color:#696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2458| border-left:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2472| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2487| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2501| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2516| color: #4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2521| background-color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2525| background-color: #9acd32;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2526| color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2532| border-bottom:solid 2px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2537| border-bottom:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2553| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2575| background-color: #add8e6;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2577| border: #6495ed 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2590| background-color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\general.css| | 2594| color:#4682b4;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 6| background-color: #3e3e3e;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 38| background: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 47| background: #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 86| background: #F7F7F7 url(images/f7box_l.gif) 0 0 repeat-y;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 123| border-top:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 124| border-bottom:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 132| background-color:#000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 172| background-color:#f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 185| background: #f7f7f7 url(images/f7box_t.gif) 8 0 repeat-x;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 207| color: #aaa;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 218| background-color:#f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 233| background: #ffffff url(images/f7box_t.png) 0 0 repeat-x;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 365| background: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 388| border-left: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 389| border-right: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 445| border-bottom: #000000 1px solid;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 464| color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 472| color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 481| border-right:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 488| border-left:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 559| border-left:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 570| color: #333;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 572| border-bottom: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 605| border-left:solid 1px #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 610| color:#333333;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 621| color: #006699;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 626| color:#333333;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 638| color: #696969;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 680| color: #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 682| border-bottom: #696969 1px solid;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 689| color: #a9a9a9;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 698| background-color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 707| background: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 732| border-left: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 733| border-right: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 757| background: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 781| border-left: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 782| border-right: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 805| background: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 829| border-left: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\layout.css| | 830| border-right: 1px solid #cdcdcd;| --lms-border-color
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 45| color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 54| color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 101| background:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 112| background: #f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 113| border: solid 1px #e5e5e5;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 114| border-right: solid 2px #e5e5e5;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 123| color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 131| color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 138| border-top: solid 1px #e5e5e5;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 139| border-bottom: solid 1px #bbb;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 146| color: black;| 
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 153| background: #f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 159| border: solid 1px #f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\templates\styles\message.css| | 160| border-top: solid 1px #e9e9e9;| 
