File Path| Bundle Name| Line Number| Line Content| CSS Variable Name
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5171| background-color: #5cb85c;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5182| background-color: #5bc0de;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5193| background-color: #f0ad4e;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5204| background-color: #d9534f;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5260| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5261| border: 1px solid #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5284| color: #555555;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5288| color: #333333;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5294| background-color: #f5f5f5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5301| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5302| background-color: #428bca;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5303| border-color: #428bca;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5315| color: #e1edf7;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5330| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5387| border-top: 1px solid #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5409| background-color: #f5f5f5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5410| border-top: 1px solid #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5430| border-top: 1px solid #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5438| border-bottom: 1px solid #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5442| border-color: #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5446| color: #333333;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5447| background-color: #f5f5f5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5448| border-color: #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5452| border-top-color: #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5456| border-bottom-color: #dddddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5460| border-color: #428bca;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5464| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5465| background-color: #428bca;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5466| border-color: #428bca;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5470| border-top-color: #428bca;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5474| border-bottom-color: #428bca;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5478| border-color: #d6e9c6;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5482| color: #468847;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5483| background-color: #dff0d8;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5484| border-color: #d6e9c6;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5488| border-top-color: #d6e9c6;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5492| border-bottom-color: #d6e9c6;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5496| border-color: #fbeed5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5500| color: #c09853;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5501| background-color: #fcf8e3;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5502| border-color: #fbeed5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5506| border-top-color: #fbeed5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5510| border-bottom-color: #fbeed5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5514| border-color: #eed3d7;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5518| color: #b94a48;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5519| background-color: #f2dede;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5520| border-color: #eed3d7;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5524| border-top-color: #eed3d7;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5528| border-bottom-color: #eed3d7;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5532| border-color: #bce8f1;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5536| color: #3a87ad;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5537| background-color: #d9edf7;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5538| border-color: #bce8f1;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5542| border-top-color: #bce8f1;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5546| border-bottom-color: #bce8f1;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5553| background-color: #f5f5f5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5554| border: 1px solid #e3e3e3;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5561| border-color: #ddd;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5580| color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5581| text-shadow: 0 1px 0 #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5588| color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5651| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5652| border: 1px solid #999999;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5668| background-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5684| border-bottom: 1px solid #e5e5e5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5705| border-top: 1px solid #e5e5e5;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5794| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5797| background-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5813| border-top-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5820| border-top-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5827| border-top-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5835| border-right-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5843| border-left-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5851| border-bottom-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5858| border-bottom-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5865| border-bottom-color: #000000;| --grey-grey-15,--litmos-button-foreground,--litmos-primary-color-foreground
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5879| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5880| border: 1px solid #cccccc;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5910| background-color: #f7f7f7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5911| border-bottom: 1px solid #ebebeb;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5942| border-top-color: #999999;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5950| border-top-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5959| border-right-color: #999999;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5967| border-right-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5976| border-bottom-color: #999999;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5984| border-bottom-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 5993| border-left-color: #999999;| 
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 6001| border-left-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 6076| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 6105| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 6158| border: 1px solid #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 6166| background-color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmos.api3\litmos.api3\content\bootstrap.css| | 6177| color: #ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
